ElementPath,ElementName,Type,Depth,Visible,Width,Height,X,Y,PaddingTop,PaddingBottom,PaddingLeft,PaddingRight,Gap,BorderRadius,FillColor,FillOpacity,BorderColor,BorderWidth,TextContent,FontFamily,FontSize,FontWeight,LineHeight,LetterSpacing,TextAlign,TextColor,LayoutMode,HasShadow
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226884 > subscription-card > .radio btn > Frame 2147226911 > Frame 2147226910 > Frame 2147226905","Frame 2147226905","FRAME","10","true","281","56","198","-14873","0","0","0","0","12","","","","","","","","","","","","","","HORIZONTAL",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226884 > subscription-card > .radio btn > Frame 2147226911 > Frame 2147226910 > Frame 2147226905 > Frame 2147226902","Frame 2147226902","FRAME","11","true","281","42","198","-14873","0","0","0","0","8","","","","","","","","","","","","","","VERTICAL",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226884 > subscription-card > .radio btn > Frame 2147226911 > Frame 2147226910 > Frame 2147226905 > Frame 2147226902 > In 7 days • 6 April 2026","In 7 days • 6 April 2026","TEXT","12","true","281","10","198","-14873","0","0","0","0","0","","#f9fafa","100%","","","In 7 days • 6 April 2026","DAZN Oscine","14","700","18px","0","LEFT","#f9fafa","",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226884 > subscription-card > .radio btn > Frame 2147226911 > Frame 2147226910 > Frame 2147226905 > Frame 2147226902 > You'll be charged $30.99/month. Cancel anytime before.","You'll be charged $30.99/month. Cancel anytime before.","TEXT","12","true","281","24","198","-14855","0","0","0","0","0","","#b3b9bb","100%","","","You'll be charged $30.99/month. Cancel anytime before.","DAZN Oscine","12","400","15px","0.12","LEFT","#b3b9bb","",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883","Frame 2147226883","FRAME","5","true","343","143","152","-14801","0","0","0","0","12","","","","","","","","","","","","","","VERTICAL",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card","subscription-card","FRAME","6","true","343","143","152","-14801","0","0","0","0","0","","","","","","","","","","","","","","VERTICAL",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn",".radio btn","FRAME","7","true","343","143","152","-14801","16","16","16","16","16","12","#080e12","100%","#ffffff","2","","","","","","","","","VERTICAL",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > divider","divider","INSTANCE","8","false","290","2","168","-14691","0","0","0","0","0","","","","","","","","","","","","","","",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225409","Frame 2147225409","FRAME","8","true","311","111","168","-14785","0","0","0","0","12","","","","","","","","","","","","","","VERTICAL",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225409 > header","header","FRAME","9","true","311","111","168","-14785","0","0","0","0","12","","","","","","","","","","","","","","VERTICAL",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225409 > header > subscription-name","subscription-name","FRAME","10","true","311","111","168","-14785","0","0","0","0","12","","","","","","","","","","","","","","HORIZONTAL",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225409 > header > subscription-name > Subscription Header","Subscription Header","FRAME","11","true","311","111","168","-14785","0","0","0","0","4","","","","","","","","","","","","","","VERTICAL",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225409 > header > subscription-name > Subscription Header > Subscription Header Container","Subscription Header Container","FRAME","12","true","311","111","168","-14785","0","0","0","0","8","","","","","","","","","","","","","","VERTICAL",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225409 > header > subscription-name > Subscription Header > Subscription Header Container > Icon and Text","Icon and Text","FRAME","13","true","311","111","168","-14785","0","0","0","0","8","","","","","","","","","","","","","","VERTICAL",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225409 > header > subscription-name > Subscription Header > Subscription Header Container > Icon and Text > Frame 2147226892","Frame 2147226892","FRAME","14","true","311","24","168","-14785","0","0","0","0","8","","","","","","","","","","","","","","HORIZONTAL",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225409 > header > subscription-name > Subscription Header > Subscription Header Container > Icon and Text > Frame 2147226892 > mobile/label","mobile/label","FRAME","15","true","108","20","168","-14783","0","0","6","6","4","4","#043820","100%","","","","","","","","","","","HORIZONTAL",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225409 > header > subscription-name > Subscription Header > Subscription Header Container > Icon and Text > Frame 2147226892 > mobile/label > settings-gift","settings-gift","INSTANCE","16","true","16","16","174","-14781","0","0","0","0","0","","","","","","","","","","","","","","",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225409 > header > subscription-name > Subscription Header > Subscription Header Container > Icon and Text > Frame 2147226892 > mobile/label > settings-gift > Vector","Vector","VECTOR","17","true","13","12","175","-14779","0","0","0","0","0","","#79e99c","100%","","","","","","","","","","","",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225409 > header > subscription-name > Subscription Header > Subscription Header Container > Icon and Text > Frame 2147226892 > mobile/label > Save £179.89 ","Save £179.89 ","TEXT","16","true","76","9","194","-14777","0","0","0","0","0","","#79e99c","100%","","","1 month free","DAZN Oscine","12","700","15px","0","CENTER","#79e99c","",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225409 > header > subscription-name > Subscription Header > Subscription Header Container > Icon and Text > Frame 2147226892 > across-platform/radio-button","across-platform/radio-button","INSTANCE","15","true","24","24","455","-14785","0","0","0","0","0","","","","","","","","","","","","","","",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225409 > header > subscription-name > Subscription Header > Subscription Header Container > Icon and Text > Frame 2147226892 > across-platform/radio-button > icon","icon","BOOLEAN_OPERATION","16","true","20","20","457","-14783","0","0","0","0","0","","#f9fafa","100%","","","","","","","","","","","",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225409 > header > subscription-name > Subscription Header > Subscription Header Container > Icon and Text > Frame 2147226892 > across-platform/radio-button > icon > Path","Path","VECTOR","17","true","16","16","459","-14781","0","0","0","0","0","","","","","","","","","","","","","","",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225409 > header > subscription-name > Subscription Header > Subscription Header Container > Icon and Text > Frame 2147226892 > across-platform/radio-button > icon > Path","Path","VECTOR","17","true","20","20","457","-14783","0","0","0","0","0","","","","","","","","","","","","","","",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225409 > header > subscription-name > Subscription Header > Subscription Header Container > Icon and Text > Frame 2147226912","Frame 2147226912","FRAME","14","true","311","79","168","-14753","0","0","0","0","4","","","","","","","","","","","","","","VERTICAL",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225409 > header > subscription-name > Subscription Header > Subscription Header Container > Icon and Text > Frame 2147226912 > Frame 2147226893","Frame 2147226893","FRAME","15","true","311","25","168","-14753","0","0","0","0","8","","","","","","","","","","","","","","HORIZONTAL",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225409 > header > subscription-name > Subscription Header > Subscription Header Container > Icon and Text > Frame 2147226912 > Frame 2147226893 > heading","heading","TEXT","16","true","167","25","168","-14753","0","0","0","0","0","","#f9fafa","100%","","","Annual - Pay monthly","DAZN Oscine","18","700","25px","0","CENTER","#f9fafa","",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225409 > header > subscription-name > Subscription Header > Subscription Header Container > Icon and Text > Frame 2147226912 > subscription-price","subscription-price","FRAME","15","true","311","25","168","-14724","0","0","0","0","4","","","","","","","","","","","","","","VERTICAL",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225409 > header > subscription-name > Subscription Header > Subscription Header Container > Icon and Text > Frame 2147226912 > subscription-price > .price",".price","FRAME","16","true","103","25","168","-14724","0","0","0","0","4","","","","","","","","","","","","","","HORIZONTAL",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225409 > header > subscription-name > Subscription Header > Subscription Header Container > Icon and Text > Frame 2147226912 > subscription-price > .price > .price",".price","FRAME","17","true","55","25","168","-14724","0","0","0","0","4","","","","","","","","","","","","","","HORIZONTAL",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225409 > header > subscription-name > Subscription Header > Subscription Header Container > Icon and Text > Frame 2147226912 > subscription-price > .price > .price > Header","Header","TEXT","18","true","55","25","168","-14724","0","0","0","0","0","","#f9fafa","100%","","","£20.99","DAZN Oscine","18","700","25px","0","LEFT","#f9fafa","",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225409 > header > subscription-name > Subscription Header > Subscription Header Container > Icon and Text > Frame 2147226912 > subscription-price > .price > Header","Header","TEXT","17","true","44","21","227","-14720","0","0","0","0","0","","#6d7377","100%","","","/month ","DAZN Oscine","14","400","21px","0","LEFT","#6d7377","",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225409 > header > subscription-name > Subscription Header > Subscription Header Container > Icon and Text > Frame 2147226912 > subscription-price > .price > Save Info","Save Info","FRAME","17","false","68","12","376","-14715","0","0","0","0","4","","","","","","","","","","","","","","HORIZONTAL",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225409 > header > subscription-name > Subscription Header > Subscription Header Container > Icon and Text > Frame 2147226912 > subscription-price > .price > Save Info > discount","discount","INSTANCE","18","true","12","12","376","-14715","0","0","0","0","0","","","","","","","","","","","","","","",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225409 > header > subscription-name > Subscription Header > Subscription Header Container > Icon and Text > Frame 2147226912 > subscription-price > .price > Save Info > discount > Vector","Vector","VECTOR","19","true","13","13","377","-14714","0","0","0","0","0","","#79e99c","100%","","","","","","","","","","","",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225409 > header > subscription-name > Subscription Header > Subscription Header Container > Icon and Text > Frame 2147226912 > subscription-price > .price > Save Info > save €120","save €120","TEXT","18","true","52","9","392","-14713","0","0","0","0","0","","#79e99c","100%","","","Save €120","DAZN Oscine","12","400","15px","0.12","CENTER","#79e99c","",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225409 > header > subscription-name > Subscription Header > Subscription Header Container > Icon and Text > Frame 2147226912 > subscription-price > .price > Frame 2147226823","Frame 2147226823","FRAME","17","true","87","14","279","-14716","0","0","0","0","4","","","","","","","","","","","","","","HORIZONTAL",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225409 > header > subscription-name > Subscription Header > Subscription Header Container > Icon and Text > Frame 2147226912 > subscription-price > .price > Frame 2147226823 > discount","discount","INSTANCE","18","true","14","14","279","-14716","0","0","0","0","0","","","","","","","","","","","","","","",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225409 > header > subscription-name > Subscription Header > Subscription Header Container > Icon and Text > Frame 2147226912 > subscription-price > .price > Frame 2147226823 > discount > Vector","Vector","VECTOR","19","true","12","12","280","-14715","0","0","0","0","0","","#79e99c","100%","","","","","","","","","","","",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225409 > header > subscription-name > Subscription Header > Subscription Header Container > Icon and Text > Frame 2147226912 > subscription-price > .price > Frame 2147226823 > Save £179.89 ","Save £179.89 ","TEXT","18","true","69","9","297","-14713","0","0","0","0","0","","#79e99c","100%","","","Save €120.00","DAZN Oscine","12","400","15px","0.12","CENTER","#79e99c","","Yes"
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225409 > header > subscription-name > Subscription Header > Subscription Header Container > Icon and Text > Frame 2147226912 > subscription-price","subscription-price","FRAME","15","true","311","21","168","-14695","0","0","0","0","4","","","","","","","","","","","","","","VERTICAL",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225409 > header > subscription-name > Subscription Header > Subscription Header Container > Icon and Text > Frame 2147226912 > subscription-price > .price",".price","FRAME","16","true","311","21","168","-14695","0","0","0","0","4","","","","","","","","","","","","","","HORIZONTAL",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225409 > header > subscription-name > Subscription Header > Subscription Header Container > Icon and Text > Frame 2147226912 > subscription-price > .price > Header","Header","TEXT","17","true","311","21","168","-14695","0","0","0","0","0","","#6d7377","100%","","","12-month contract - billed monthly. ","DAZN Oscine","14","400","21px","0","LEFT","#6d7377","",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225409 > header > subscription-name > Subscription Header > Subscription Header Container > Icon and Text > Frame 2147226912 > subscription-price > .price > Save Info","Save Info","FRAME","17","false","68","12","376","-14686","0","0","0","0","4","","","","","","","","","","","","","","HORIZONTAL",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225409 > header > subscription-name > Subscription Header > Subscription Header Container > Icon and Text > Frame 2147226912 > subscription-price > .price > Save Info > discount","discount","INSTANCE","18","true","12","12","376","-14686","0","0","0","0","0","","","","","","","","","","","","","","",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225409 > header > subscription-name > Subscription Header > Subscription Header Container > Icon and Text > Frame 2147226912 > subscription-price > .price > Save Info > discount > Vector","Vector","VECTOR","19","true","13","13","377","-14685","0","0","0","0","0","","#79e99c","100%","","","","","","","","","","","",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225409 > header > subscription-name > Subscription Header > Subscription Header Container > Icon and Text > Frame 2147226912 > subscription-price > .price > Save Info > save €120","save €120","TEXT","18","true","52","9","392","-14684","0","0","0","0","0","","#79e99c","100%","","","Save €120","DAZN Oscine","12","400","15px","0.12","CENTER","#79e99c","",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225296","Frame 2147225296","FRAME","8","false","290","182","168","-14634","0","0","0","0","10","","","","","","","","","","","","","","VERTICAL",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225296 > bullet","bullet","FRAME","9","true","290","38","168","-14634","0","0","0","0","12","","","","","","","","","","","","","","HORIZONTAL",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225296 > bullet > .validation-icon",".validation-icon","INSTANCE","10","true","16","16","168","-14623","0","0","0","0","0","","","","","","","","","","","","","","",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225296 > bullet > .validation-icon > ic-checkmark-sm-left","ic-checkmark-sm-left","INSTANCE","11","true","13","13","168","-14622","0","0","0","0","0","","","","","","","","","","","","","","",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225296 > bullet > .validation-icon > ic-checkmark-sm-left > Vector","Vector","VECTOR","12","true","12","9","168","-14619","0","0","0","0","0","","#cfa120","100%","","","","","","","","","","","",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225296 > bullet > Main","Main","TEXT","10","true","262","38","196","-14634","0","0","0","0","0","","#f9fafa","100%","","","Here is an explanatory text that describes what is include in the plan","DAZN Oscine","14","400","19px","0","LEFT","#f9fafa","",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225296 > bullet","bullet","FRAME","9","true","290","38","168","-14586","0","0","0","0","12","","","","","","","","","","","","","","HORIZONTAL",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225296 > bullet > .validation-icon",".validation-icon","INSTANCE","10","true","16","16","168","-14575","0","0","0","0","0","","","","","","","","","","","","","","",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225296 > bullet > .validation-icon > ic-checkmark-sm-left","ic-checkmark-sm-left","INSTANCE","11","true","13","13","168","-14574","0","0","0","0","0","","","","","","","","","","","","","","",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225296 > bullet > .validation-icon > ic-checkmark-sm-left > Vector","Vector","VECTOR","12","true","12","9","168","-14571","0","0","0","0","0","","#cfa120","100%","","","","","","","","","","","",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225296 > bullet > Main","Main","TEXT","10","true","262","38","196","-14586","0","0","0","0","0","","#f9fafa","100%","","","Here is an explanatory text that describes what is include in the plan","DAZN Oscine","14","400","19px","0","LEFT","#f9fafa","",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225296 > bullet","bullet","FRAME","9","true","290","38","168","-14538","0","0","0","0","12","","","","","","","","","","","","","","HORIZONTAL",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225296 > bullet > .validation-icon",".validation-icon","INSTANCE","10","true","16","16","168","-14527","0","0","0","0","0","","","","","","","","","","","","","","",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225296 > bullet > .validation-icon > ic-checkmark-sm-left","ic-checkmark-sm-left","INSTANCE","11","true","13","13","168","-14526","0","0","0","0","0","","","","","","","","","","","","","","",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225296 > bullet > .validation-icon > ic-checkmark-sm-left > Vector","Vector","VECTOR","12","true","12","9","168","-14523","0","0","0","0","0","","#cfa120","100%","","","","","","","","","","","",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225296 > bullet > Main","Main","TEXT","10","true","262","38","196","-14538","0","0","0","0","0","","#f9fafa","100%","","","Here is an explanatory text that describes what is include in the plan","DAZN Oscine","14","400","19px","0","LEFT","#f9fafa","",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225296 > bullet","bullet","FRAME","9","true","290","38","168","-14490","0","0","0","0","12","","","","","","","","","","","","","","HORIZONTAL",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225296 > bullet > .validation-icon",".validation-icon","INSTANCE","10","true","16","16","168","-14479","0","0","0","0","0","","","","","","","","","","","","","","",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225296 > bullet > .validation-icon > ic-checkmark-sm-left","ic-checkmark-sm-left","INSTANCE","11","true","13","13","168","-14478","0","0","0","0","0","","","","","","","","","","","","","","",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225296 > bullet > .validation-icon > ic-checkmark-sm-left > Vector","Vector","VECTOR","12","true","12","9","168","-14475","0","0","0","0","0","","#cfa120","100%","","","","","","","","","","","",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Frame 2147225296 > bullet > Main","Main","TEXT","10","true","262","38","196","-14490","0","0","0","0","0","","#f9fafa","100%","","","Here is an explanatory text that describes what is include in the plan","DAZN Oscine","14","400","19px","0","LEFT","#f9fafa","",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226837 > Frame 2147226883 > subscription-card > .radio btn > Header","Header","TEXT","8","false","49","20","173","-14723","0","0","0","0","0","","#6d7377","100%","","","£00.00","DAZN Oscine","16","400","20px","0","LEFT","#6d7377","",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226856","Frame 2147226856","FRAME","4","true","343","48","152","-14626","0","0","0","0","32","","","","","","","","","","","","","","VERTICAL",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226856 > Frame 2147226839","Frame 2147226839","FRAME","5","true","343","48","152","-14626","0","0","0","0","24","","","","","","","","","","","","","","VERTICAL",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226856 > Frame 2147226839 > button-validation-sucess","button-validation-sucess","INSTANCE","6","true","343","48","152","-14626","0","0","0","0","0","","","","","","","","","","","","","","HORIZONTAL",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226856 > Frame 2147226839 > button-validation-sucess > mobile/button","mobile/button","INSTANCE","7","true","343","48","152","-14626","12","12","12","12","8","8","#f9fafa","100%","","","","","","","","","","","HORIZONTAL",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226856 > Frame 2147226839 > button-validation-sucess > mobile/button > ic-placeholder","ic-placeholder","INSTANCE","8","false","24","24","164","-14614","0","0","0","0","0","","","","","","","","","","","","","","",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226856 > Frame 2147226839 > button-validation-sucess > mobile/button > ic-placeholder > icon","icon","VECTOR","9","true","19","19","166","-14612","0","0","0","0","0","","#080e12","100%","","","","","","","","","","","",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226856 > Frame 2147226839 > button-validation-sucess > mobile/button > Text","Text","TEXT","8","true","63","11","292","-14607","0","0","0","0","0","","#080e12","100%","","","Continue","DAZN Oscine","16","700","21px","0","CENTER","#080e12","",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226856 > Frame 2147226839 > button-validation-sucess > mobile/button > ic-placeholder","ic-placeholder","INSTANCE","8","false","24","24","252","-14614","0","0","0","0","0","","","","","","","","","","","","","","",""
"Checkout > choose payment compact > Slot/Body > Frame 2147225476 > Frame 2147226856 > Frame 2147226839 > button-validation-sucess > mobile/button > ic-placeholder > icon","icon","VECTOR","9","true","19","19","254","-14612","0","0","0","0","0","","#080e12","100%","","","","","","","","","","","",""
"Checkout > choose payment compact > Slot/Header","Slot/Header","FRAME","2","true","375","54","136","-15248","0","0","0","0","0","","","","","","","","","","","","","","VERTICAL",""
"Checkout > choose payment compact > Slot/Header > .header-component-mobile",".header-component-mobile","INSTANCE","3","true","375","54","136","-15248","0","0","16","16","0","","#080e12","100%","","","","","","","","","","","HORIZONTAL",""
"Checkout > choose payment compact > Slot/Header > .header-component-mobile > across-platform/icon-button","across-platform/icon-button","INSTANCE","4","true","32","32","152","-15237","4","4","4","4","4","8","","","","","","","","","","","","","HORIZONTAL",""
"Checkout > choose payment compact > Slot/Header > .header-component-mobile > across-platform/icon-button > chevron-left-large","chevron-left-large","INSTANCE","5","true","20","20","158","-15231","0","0","0","0","0","","","","","","","","","","","","","","",""
"Checkout > choose payment compact > Slot/Header > .header-component-mobile > across-platform/icon-button > chevron-left-large > Vector","Vector","VECTOR","6","true","9","15","163","-15229","0","0","0","0","0","","#f9fafa","100%","","","","","","","","","","","",""
"Checkout > choose payment compact > Slot/Header > .header-component-mobile > title","title","TEXT","4","true","255","54","196","-15248","0","0","0","0","0","","#f9fafa","100%","","","Choose how to pay","DAZN Oscine","16","700","25px","0","CENTER","#f9fafa","",""
"Checkout > choose payment compact > Slot/Header > .header-component-mobile > DaznRubik","DaznRubik","INSTANCE","4","true","32","32","463","-15237","0","0","0","0","0","","","","","","","","","","","","","","",""
"Checkout > choose payment compact > Slot/Header > .header-component-mobile > DaznRubik > icon","icon","BOOLEAN_OPERATION","5","true","27","27","466","-15234","0","0","0","0","0","","#f9fafa","100%","","","","","","","","","","","",""
"Checkout > choose payment compact > Slot/Header > .header-component-mobile > DaznRubik > icon > Path","Path","VECTOR","6","true","6","8","472","-15220","0","0","0","0","0","","","","","","","","","","","","","","",""
"Checkout > choose payment compact > Slot/Header > .header-component-mobile > DaznRubik > icon > Path","Path","VECTOR","6","true","6","8","472","-15230","0","0","0","0","0","","","","","","","","","","","","","","",""
"Checkout > choose payment compact > Slot/Header > .header-component-mobile > DaznRubik > icon > Path","Path","VECTOR","6","true","2","5","474","-15228","0","0","0","0","0","","","","","","","","","","","","","","",""
"Checkout > choose payment compact > Slot/Header > .header-component-mobile > DaznRubik > icon > Path","Path","VECTOR","6","true","6","8","480","-15220","0","0","0","0","0","","","","","","","","","","","","","","",""
